Industry,City,State,Zip Code,Latitude,Longitude,Major 1,Major 2,Major 3,Major 4,Major 5,Class Year,Class Year Date
Research and Development,Fairfax,VA,22031,38.864187,-77.2577571,Mathematics,,,,,2000,1/1/2000
Sports,Fairfax,VA,22031,38.864187,-77.2577571,Philosophy,,,,,1998,1/1/1998
Public Service,Fairfax,VA,22032,38.8268355,-77.2922332,History,,,,,1991,1/1/1991
Public Service,Fairfax,VA,22032,38.8268355,-77.2922332,History,,,,,1992,1/1/1992
Public Service,Fairfax,VA,22032,38.8268355,-77.2922332,Political Science,,,,,1962,1/1/1962
Student,Fairfax,VA,22032,38.8268355,-77.2922332,No Major,,,,,1988,1/1/1988
Agriculture and Forestry,Fairfax,VA,22033,38.8735614,-77.3898602,Philosophy,,,,,1983,1/1/1983
"Banking, Finance, and Investment",Fairfax Station,VA,22039,38.8015452,-77.3254485,Political Science,,,,,1989,1/1/1989
Homemaking,Fairfax Station,VA,22039,38.8015452,-77.3254485,History,,,,,1988,1/1/1988
Public Service,Fairfax Station,VA,22039,38.8015452,-77.3254485,History,,,,,1992,1/1/1992
Public Service,Fairfax Station,VA,22039,38.8015452,-77.3254485,Geology,,,,,1991,1/1/1991
Marketing,Falls Church,VA,22042,38.8681054,-77.2002745,No Major,,,,,1994,1/1/1994
Other,Falls Church,VA,22042,38.8681054,-77.2002745,Studio Art,,,,,2011,1/1/2011
"Banking, Finance, and Investment",Falls Church,VA,22043,38.8989474,-77.2002745,Economics,,,,,1983,1/1/1983
Computers/IT,Falls Church,VA,22043,38.8989474,-77.2002745,Physics,,,,,2009,1/1/2009
Public Service,Falls Church,VA,22043,38.8989474,-77.2002745,Political Science,,,,,1976,1/1/1976
Public Service,Falls Church,VA,22043,38.8989474,-77.2002745,Political Science,,,,,1981,1/1/1981
Research and Development,Falls Church,VA,22043,38.8989474,-77.2002745,Sociology,Anthropology,"Science, Technology, and Public Policy",,,1986,1/1/1986
"Banking, Finance, and Investment",Falls Church,VA,22046,38.8861125,-77.1772737,Political Science,,,,,1967,1/1/1967
Computers/IT,Falls Church,VA,22046,38.8861125,-77.1772737,French,,,,,1976,1/1/1976
Computers/IT,Falls Church,VA,22046,38.8861125,-77.1772737,English,,,,,1987,1/1/1987
Public Service,Falls Church,VA,22046,38.8861125,-77.1772737,Political Science,,,,,2001,1/1/2001
Social Sciences,Falls Church,VA,22046,38.8861125,-77.1772737,Economics,,,,,1981,1/1/1981
Student,Falls Church,VA,22046,38.8861125,-77.1772737,Physics,,,,,2002,1/1/2002
Communications and Media,Great Falls,VA,22066,39.0188593,-77.3094674,English,,,,,1986,1/1/1986
Arts and Design,McLean,VA,22101,38.9339378,-77.177324,Studio Art,,,,,1992,1/1/1992
Communications and Media,McLean,VA,22101,38.9339378,-77.177324,Political Science,,,,,1979,1/1/1979
Legal Professions,McLean,VA,22101,38.9339378,-77.177324,History,,,,,1984,1/1/1984
Public Service,Mc Lean,VA,22101,38.9339378,-77.177324,Political Science,,,,,1973,1/1/1973
Public Service,McLean,VA,22101,38.9339378,-77.177324,Political Science,,,,,2001,1/1/2001
Public Service,McLean,VA,22101,38.9339378,-77.177324,Latin American Studies,,,,,1989,1/1/1989
Public Service,McLean,VA,22101,38.9339378,-77.177324,Political Science,,,,,1992,1/1/1992
Social Service,McLean,VA,22101,38.9339378,-77.177324,Psychology,,,,,2012,1/1/2012
Computers/IT,McLean,VA,22102,38.9586422,-77.2290193,History,Mathematics,,,,2011,1/1/2011
Computers/IT,McLean,VA,22102,38.9586422,-77.2290193,Russian,,,,,1970,1/1/1970
Public Service,Mc Lean,VA,22102,38.9586422,-77.2290193,Political Science,,,,,1952,1/1/1952
Legal Professions,Oakton,VA,22124,38.8923513,-77.3266991,Political Science,,,,,1974,1/1/1974
Social Service,Oakton,VA,22124,38.8923513,-77.3266991,Asian Studies,,,,,1974,1/1/1974
Clergy and Religious Leadership,Springfield,VA,22150,38.7742151,-77.1887747,Biology,,,,,1992,1/1/1992
Homemaking,Springfield,VA,22151,38.7996136,-77.2088987,Mathematics,,,,,1962,1/1/1962
Performing Arts,Springfield,VA,22151,38.7996136,-77.2088987,English,Theater Arts,,,,2014,1/1/2014
Public Service,Springfield,VA,22151,38.7996136,-77.2088987,Music,,,,,1997,1/1/1997
Legal Professions,Springfield,VA,22152,38.7735269,-77.2290193,History,East Asian Studies,,,,1990,1/1/1990
Social Sciences,Springfield,VA,22152,38.7735269,-77.2290193,Political Science,,Environment & Tech Studies,Political Economy,,2001,1/1/2001
Student,Vienna,VA,22180,38.9012225,-77.2652604,Physics,,,,,2001,1/1/2001
Engineering,Vienna,VA,22181,38.9091199,-77.2922332,Astronomy,,,,,1964,1/1/1964
Real Estate,Woodbridge,VA,22192,38.6581722,-77.2497049,No Major,,,,,1979,1/1/1979
Agriculture and Forestry,Arlington,VA,22201,38.8845126,-77.0938583,Political Science,,,,,1982,1/1/1982
Fundraising,Arlington,VA,22201,38.8845126,-77.0938583,Biology,,,,,1992,1/1/1992
Legal Professions,Arlington,VA,22201,38.8845126,-77.0938583,Political Science,,,,,2016,1/1/2016
Public Service,Arlington,VA,22201,38.8845126,-77.0938583,Political Science,,,,,1985,1/1/1985
Social Sciences,Arlington,VA,22201,38.8845126,-77.0938583,Economics,,,,,1992,1/1/1992
Social Service,Arlington,VA,22201,38.8845126,-77.0938583,Religion,Women's and Gender Studies,,,,1992,1/1/1992
Legal Professions,Arlington,VA,22202,38.8501078,-77.0391754,Political Science,,,,,1968,1/1/1968
Public Service,Arlington,VA,22202,38.8501078,-77.0391754,Political Science,,,,,2009,1/1/2009
Communications and Media,Arlington,VA,22203,38.8716687,-77.1168753,English,,,,,1983,1/1/1983
Public Service,Arlington,VA,22203,38.8716687,-77.1168753,History,,,,,1987,1/1/1987
Public Service,Arlington,VA,22203,38.8716687,-77.1168753,History,,,,,1967,1/1/1967
Public Service,Arlington,VA,22203,38.8716687,-77.1168753,Political Science,,,,,2006,1/1/2006
Social Sciences,Arlington,VA,22203,38.8716687,-77.1168753,Political Science,,,,,1991,1/1/1991
Student,Arlington,VA,22203,38.8716687,-77.1168753,Political Science,,,,,1980,1/1/1980
Volunteering,Arlington,VA,22203,38.8716687,-77.1168753,History,,,,,1995,1/1/1995
Arts and Design,Arlington,VA,22204,38.8565647,-77.0967357,Sociology,Anthropology,,,,1988,1/1/1988
Education,Arlington,VA,22204,38.8565647,-77.0967357,English,,,,,1976,1/1/1976
Social Sciences,Arlington,VA,22204,38.8565647,-77.0967357,Economics,,,,,1974,1/1/1974
Arts and Design,Arlington,VA,22205,38.8822689,-77.142764,No Major,,,,,1972,1/1/1972
Business and Commerce,Arlington,VA,22205,38.8822689,-77.142764,English,Natural History,,,,1994,1/1/1994
Clergy and Religious Leadership,Arlington,VA,22205,38.8822689,-77.142764,Sociology,Anthropology,,,,1984,1/1/1984
Computers/IT,Arlington,VA,22205,38.8822689,-77.142764,Computer Science,,,,,2002,1/1/2002
Education,Arlington,VA,22205,38.8822689,-77.142764,English,,,,,1966,1/1/1966
Public Service,Arlington,VA,22205,38.8822689,-77.142764,Psychology,,,,,1992,1/1/1992
Public Service,Arlington,VA,22205,38.8822689,-77.142764,Economics,,,,,2015,1/1/2015
Social Sciences,Arlington,VA,22205,38.8822689,-77.142764,Chemistry,Economics,Mathematics,,,1984,1/1/1984
Student,Arlington,VA,22205,38.8822689,-77.142764,Political Science,,,,,2006,1/1/2006
Military/Protective Services,Arlington,VA,22206,38.8382463,-77.0938583,Chemistry,Biochemistry,,,,2010,1/1/2010
Public Service,Arlington,VA,22206,38.8382463,-77.0938583,American Studies,Women's and Gender Studies,,,,2012,1/1/2012
Public Service,Arlington,VA,22206,38.8382463,-77.0938583,Philosophy,,,,,1984,1/1/1984
Public Service,Arlington,VA,22206,38.8382463,-77.0938583,Religion,,,,,1984,1/1/1984
Research and Development,Arlington,VA,22206,38.8382463,-77.0938583,Physics,,,,,1967,1/1/1967
Research and Development,Arlington,VA,22206,38.8382463,-77.0938583,History,,,,,1991,1/1/1991
Business and Commerce,Arlington,VA,22207,38.9105302,-77.1197521,Religion,South Asian Studies,,,,1990,1/1/1990
Business and Commerce,Arlington,VA,22207,38.9105302,-77.1197521,Physics,,,,,1991,1/1/1991
Computers/IT,Arlington,VA,22207,38.9105302,-77.1197521,No Major,,,,,1975,1/1/1975
Computers/IT,Arlington,VA,22207,38.9105302,-77.1197521,Economics,Statistics,,,,2020,1/1/2020
Computers/IT,Arlington,VA,22207,38.9105302,-77.1197521,Mathematics,,,,,2009,1/1/2009
Environment and Recreation,Arlington,VA,22207,38.9105302,-77.1197521,English,,,,,1981,1/1/1981
Legal Professions,Arlington,VA,22207,38.9105302,-77.1197521,Political Science,,,,,1991,1/1/1991
Legal Professions,Arlington,VA,22207,38.9105302,-77.1197521,Sociology,Anthropology,,,,1972,1/1/1972
"Libraries, Archives, and Museums",Arlington,VA,22207,38.9105302,-77.1197521,English,,,,,1975,1/1/1975
Other,Arlington,VA,22207,38.9105302,-77.1197521,Geology,,,,,1990,1/1/1990
Public Service,Arlington,VA,22207,38.9105302,-77.1197521,Political Science,,,,,1977,1/1/1977
Public Service,Arlington,VA,22209,38.8922092,-77.070837,Political Science,,,,,1984,1/1/1984
Research and Development,Arlington,VA,22209,38.8922092,-77.070837,Chemistry,Biochemistry,,,,2018,1/1/2018
Student,Arlington,VA,22209,38.8922092,-77.070837,Political Science,,,,,2006,1/1/2006
Student,Arlington,VA,22209,38.8922092,-77.070837,Political Science,,,,,2016,1/1/2016
Education,Arlington,VA,22213,38.8959157,-77.161458,French,,,,,1963,1/1/1963
Communications and Media,Alexandria,VA,22301,38.8189466,-77.0593246,No Major,,,,,1974,1/1/1974
Communications and Media,Alexandria,VA,22301,38.8189466,-77.0593246,History,,,,,1985,1/1/1985
Public Service,Alexandria,VA,22301,38.8189466,-77.0593246,Political Science,,,,,2008,1/1/2008
Student,Alexandria,VA,22301,38.8189466,-77.0593246,Political Science,,,,,2011,1/1/2011
"Libraries, Archives, and Museums",Alexandria,VA,22303,38.7900139,-77.0765927,Music,,,,,1990,1/1/1990
Legal Professions,Alexandria,VA,22304,38.8167099,-77.1082444,Political Science,,European Studies,,,2007,1/1/2007
Social Service,Alexandria,VA,22305,38.8350215,-77.0650809,English,,,,,1978,1/1/1978
Sciences,Alexandria,VA,22307,38.770387,-77.0622028,Cinema and Media Studies,,,,,2013,1/1/2013
Computers/IT,Alexandria,VA,22308,38.7291943,-77.0622028,Philosophy,,,,,1951,1/1/1951
Public Service,Alexandria,VA,22308,38.7291943,-77.0622028,Religion,,,,,1963,1/1/1963
"Banking, Finance, and Investment",Alexandria,VA,22309,38.7240446,-77.1082444,No Major,,,,,1956,1/1/1956
Sciences,Alexandria,VA,22310,38.7871215,-77.1197521,Physics,,,,,1981,1/1/1981
Military/Protective Services,Alexandria,VA,22311,38.8363201,-77.1226288,Political Science,,,,,1947,1/1/1947
Student,Alexandria,VA,22311,38.8363201,-77.1226288,Political Science,,,,,2003,1/1/2003
Legal Professions,Alexandria,VA,22312,38.8218452,-77.1542684,Political Science,,,,,1969,1/1/1969
Communications and Media,Alexandria,VA,22314,38.7999723,-77.0506896,Economics,,,,,1999,1/1/1999
Legal Professions,Alexandria,VA,22314,38.7999723,-77.0506896,No Major,,,,,1993,1/1/1993
Public Service,Alexandria,VA,22314,38.7999723,-77.0506896,Philosophy,,,,,1983,1/1/1983
Public Service,Alexandria,VA,22314,38.7999723,-77.0506896,Political Science,,,,,1987,1/1/1987
Research and Development,Alexandria,VA,22314,38.7999723,-77.0506896,Political Science,,Classics,,,2006,1/1/2006
Homemaking,Lancaster,VA,22503,37.770026,-76.4660157,No Major,,,,,1964,1/1/1964
Homemaking,Locust Grove,VA,22508,38.3055349,-77.8105928,Sociology,Educational Studies,,,,1969,1/1/1969
Marketing,Markham,VA,22643,38.9212304,-78.0309542,Economics,,,,,1974,1/1/1974
"Building, Trades, and Crafts",Culpeper,VA,22701,38.4733409,-77.9961308,Spanish,,,,,1975,1/1/1975
Agriculture and Forestry,Sperryville,VA,22740,38.6570525,-78.2261389,Religion,Women's and Gender Studies,,,,1996,1/1/1996
Agriculture and Forestry,Sperryville,VA,22740,38.6570525,-78.2261389,Environmental Studies,Natural History,,,,1995,1/1/1995
Clergy and Religious Leadership,Harrisonburg,VA,22802,38.4495688,-78.8689155,Religion,,,,,1994,1/1/1994
Healthcare,Penn Laird,VA,22846,38.3856818,-78.8025247,Biology,,,,,1965,1/1/1965
Legal Professions,Charlottesville,VA,22901,38.0293059,-78.4766781,English,,,,,1981,1/1/1981
Arts and Design,Charlottesville,VA,22902,38.0293059,-78.4766781,Geology,,,,,1998,1/1/1998
Business and Commerce,Charlottesville,VA,22902,38.0293059,-78.4766781,History,,,,,2009,1/1/2009
Clergy and Religious Leadership,Charlottesville,VA,22902,38.0293059,-78.4766781,Religion,Women's and Gender Studies,,,,1990,1/1/1990
"Banking, Finance, and Investment",Charlottesville,VA,22903,38.0293059,-78.4766781,Mathematics,,,,,1974,1/1/1974
Business and Commerce,Charlottesville,VA,22903,38.0293059,-78.4766781,Political Science,,,,,1966,1/1/1966
Communications and Media,Charlottesville,VA,22903,38.0293059,-78.4766781,American Studies,,,,,1998,1/1/1998
Healthcare,Charlottesville,VA,22903,38.0293059,-78.4766781,Biology,,,,,1995,1/1/1995
Legal Professions,Charlottesville,VA,22903,38.0293059,-78.4766781,Philosophy,,,,,2003,1/1/2003
"Libraries, Archives, and Museums",Charlottesville,VA,22903,38.0293059,-78.4766781,Art History,,,,,1986,1/1/1986
Public Service,Charlottesville,VA,22903,38.0293059,-78.4766781,French,,,,,1996,1/1/1996
Sciences,Charlottesville,VA,22903,38.0293059,-78.4766781,Computer Science,Mathematics,,,,2020,1/1/2020
Student,Crozet,VA,22932,38.0695815,-78.700575,Psychology,,,,,1999,1/1/1999
Homemaking,Roseland,VA,22967,37.7476405,-78.9758579,No Major,,,,,1957,1/1/1957
Legal Professions,Glen Allen,VA,23059,37.665978,-77.5063739,Political Science,,,,,1992,1/1/1992
Marketing,Glen Allen,VA,23059,37.665978,-77.5063739,Political Science,,,,,1976,1/1/1976
Legal Professions,Hardyville,VA,23070,37.5519137,-76.3926668,Political Science,,,,,1968,1/1/1968
Legal Professions,Hardyville,VA,23070,37.5519137,-76.3926668,English,,,,,1970,1/1/1970
"Libraries, Archives, and Museums",Manakin Sabot,VA,23103,37.6525097,-77.7223162,No Major,,,,,1969,1/1/1969
Business and Commerce,Midlothian,VA,23112,37.5061069,-77.6490005,Geology,,,,,1985,1/1/1985
Military/Protective Services,Mechanicsville,VA,23116,37.685378,-77.3439283,Political Science,,,,,1968,1/1/1968
"Banking, Finance, and Investment",Powhatan,VA,23139,37.5415273,-77.9188239,English,,,,,1975,1/1/1975
Public Service,Sandston,VA,23150,37.5234001,-77.3158452,Physics,,,,,1971,1/1/1971
Counseling,Williamsburg,VA,23185,37.2707022,-76.7074571,No Major,,,,,1959,1/1/1959
"Libraries, Archives, and Museums",Williamsburg,VA,23185,37.2707022,-76.7074571,History,,,,,1963,1/1/1963
Other,Williamsburg,VA,23185,37.2707022,-76.7074571,No Major,,,,,1957,1/1/1957
Real Estate,Williamsburg,VA,23185,37.2707022,-76.7074571,History,,,,,1963,1/1/1963
Marketing,Richmond,VA,23220,37.5464259,-77.4644607,Religion,,,,,1980,1/1/1980
Education,Richmond,VA,23221,37.5488885,-77.4874049,English,,,,,2007,1/1/2007
Social Sciences,Richmond,VA,23223,37.5621276,-77.3668965,Economics,Cross-Cultural Studies,,,,2009,1/1/2009
Arts and Design,Richmond,VA,23227,37.6115093,-77.4357739,Studio Art,,,,,1999,1/1/1999
Homemaking,Richmond,VA,23227,37.6115093,-77.4357739,No Major,,,,,1951,1/1/1951
"Banking, Finance, and Investment",Henrico,VA,23229,37.5843082,-77.5734048,Economics,,,,,1977,1/1/1977
Education,Henrico,VA,23229,37.5843082,-77.5734048,English,,,,,2013,1/1/2013
Research and Development,Henrico,VA,23229,37.5843082,-77.5734048,Biology,,,,,2001,1/1/2001
Social Sciences,Richmond,VA,23229,37.5843082,-77.5734048,Economics,,,,,1988,1/1/1988
Homemaking,Richmond,VA,23231,37.440438,-77.3094674,No Major,,,,,1974,1/1/1974
Clergy and Religious Leadership,Henrico,VA,23233,37.6474638,-77.6249734,Psychology,,,,,1957,1/1/1957
Computers/IT,Richmond,VA,23233,37.6474638,-77.6249734,Asian Studies,,,,,1983,1/1/1983
Healthcare,Chesapeake,VA,23322,36.6215976,-76.2247366,Biology,English,,,,1999,1/1/1999
Computers/IT,Chesapeake,VA,23324,36.8022774,-76.2768755,No Major,,,,,1977,1/1/1977
Other,Virginia Beach,VA,23451,36.8643566,-75.9985693,Political Science,,,,,1958,1/1/1958
Business and Commerce,Virginia Beach,VA,23452,36.849734,-76.097201,Geology,,,,,1958,1/1/1958
Education,Norfolk,VA,23507,36.8674231,-76.3145188,Economics,,,,,1966,1/1/1966
Public Service,Norfolk,VA,23510,36.8488728,-76.291355,No Major,,,,,1984,1/1/1984
Student,Norfolk,VA,23517,36.8699929,-76.291355,Biology,Biochemistry,,,,2005,1/1/2005
Real Estate,Newport News,VA,23608,37.1541965,-76.5372625,No Major,,,,,1957,1/1/1957
Engineering,Yorktown,VA,23693,37.2387556,-76.5096731,Physics,,,,,2008,1/1/2008
Agriculture and Forestry,Floyd,VA,24091,36.9112443,-80.3200502,Psychology,,,,,1972,1/1/1972
"Libraries, Archives, and Museums",Radford,VA,24141,37.1317924,-80.5764477,History,,,,,1963,1/1/1963
Marketing,Salem,VA,24153,37.2934681,-80.0547626,Philosophy,,,,,1989,1/1/1989
Agriculture and Forestry,Hillsville,VA,24343,36.7626282,-80.7347947,Sociology,,,,,1965,1/1/1965
Clergy and Religious Leadership,Staunton,VA,24401,38.149576,-79.0716958,English,,,,,1969,1/1/1969
Legal Professions,Stanton,VA,24401,38.149576,-79.0716958,Mathematics,,,,,1985,1/1/1985
Fundraising,Buena Vista,VA,24416,37.7343004,-79.3539238,No Major,,,,,1972,1/1/1972
"Banking, Finance, and Investment",Lexington,VA,24450,37.7840208,-79.4428157,Economics,,,,,1999,1/1/1999
Other,Lexington,VA,24450,37.7840208,-79.4428157,No Major,,,,,1959,1/1/1959
Counseling,Verona,VA,24482,38.2096215,-79.0079949,Biology,,,,,1996,1/1/1996
Agriculture and Forestry,Warm Springs,VA,24484,38.0460901,-79.7905863,History,,,,,1985,1/1/1985
Homemaking,Lynchburg,VA,24503,37.4564163,-79.2563916,Mathematics,,,,,1946,1/1/1946
Social Service,Lynchburg,VA,24503,37.4564163,-79.2563916,Studio Art,,,,,1984,1/1/1984
Computers/IT,Forest,VA,24551,37.3637534,-79.289749,Mathematics,Computer Science,,,,1984,1/1/1984
Communications and Media,White River Junction,VT,05001,43.6489596,-72.3192579,Morgan Major,,,,,1980,1/1/1980
Fundraising,White River Junction,VT,05001,43.6489596,-72.3192579,No Major,,,,,1964,1/1/1964
Sciences,Fairlee,VT,05045,43.9160004,-72.2179256,Biology,,,,,1974,1/1/1974
Public Service,Groton,VT,05046,44.2542722,-72.2125187,Political Science,,,,,1964,1/1/1964
Arts and Design,Randolph,VT,05060,43.957199,-72.7166041,Studio Art,,,,,1982,1/1/1982
Education,Randolph,VT,05060,43.957199,-72.7166041,Geology,,,,,1980,1/1/1980
Sports,Randolph Center,VT,05061,43.9407223,-72.6070925,English,,,,,1984,1/1/1984
"Building, Trades, and Crafts",Strafford,VT,05072,43.8943774,-72.3763839,Studio Art,,,,,1973,1/1/1973
"Libraries, Archives, and Museums",Taftsville,VT,05073,43.6305482,-72.4694549,English,,,,,1961,1/1/1961
Counseling,Woodstock,VT,05091,43.6242442,-72.5185112,No Major,,,,,1953,1/1/1953
Education,Springfield,VT,05156,43.3172476,-72.4494848,Sociology,Anthropology,,,,1983,1/1/1983
Counseling,Shaftsbury,VT,05262,43.0036753,-73.1955094,Psychology,,,,,1989,1/1/1989
"Libraries, Archives, and Museums",Brattleboro,VT,05301,42.8509152,-72.5578678,History,,,,,1958,1/1/1958
Social Service,Brattleboro,VT,05301,42.8509152,-72.5578678,Geology,,,,,1982,1/1/1982
Counseling,Newfane,VT,05345,42.9855374,-72.6559845,History,,,,,1958,1/1/1958
Social Service,Putney,VT,05346,42.975268,-72.5217237,History,,,,,1974,1/1/1974
Arts and Design,Townshend,VT,05353,43.0837776,-72.63877,English,,,,,1976,1/1/1976
Student,West Wardsboro,VT,05360,43.0303643,-72.8648404,Psychology,,,,,2006,1/1/2006
Counseling,Burlington,VT,05401,44.4758442,-73.212121,Psychology,Women's and Gender Studies,,,,1994,1/1/1994
Environment and Recreation,Burlington,VT,05401,44.4758442,-73.212121,Religion,,,,,2007,1/1/2007
Sciences,Burlington,VT,05401,44.4758442,-73.212121,Geology,Natural History,,,,1986,1/1/1986
Student,Burlington,VT,05401,44.4758442,-73.212121,Studio Art,,,,,2010,1/1/2010
Student,Burlington,VT,05401,44.4758442,-73.212121,Environmental Studies,,,,,2014,1/1/2014
Social Service,South Burlington,VT,05403,44.4493489,-73.1607806,History,,,,,1982,1/1/1982
Other,Burlington,VT,05408,44.5022196,-73.260097,Music,,,,,1994,1/1/1994
Research and Development,Charlotte,VT,05445,44.3098476,-73.2609928,Biology,,,,,2013,1/1/2013
Computers/IT,Colchester,VT,05446,44.5439375,-73.1479068,No Major,,,,,1979,1/1/1979
Social Service,Huntington,VT,05462,44.3253512,-72.9873459,History,,,,,2002,1/1/2002
Student,Jericho,VT,05465,44.5039395,-72.9976266,Geology,,,,,2003,1/1/2003
Research and Development,St. Albans,VT,05478,44.8107132,-73.0835582,Chemistry,,,,,1991,1/1/1991
